HR,HIP,Name,RA_hours,RA_deg,Dec,Mag
1088,16611,19Tau5Eri,3.5631388888888886,53.44708333333333,-21.63277777777778,4.27
813,12828,87Mu  Cet,2.7490277777777776,41.235416666666666,10.114166666666666,4.27
8167,105515,32Iot Cap,21.37077777777778,320.56166666666667,-16.834444444444443,4.28
718,11484,73Xi 2Cet,2.4693055555555556,37.03958333333333,8.459999999999999,4.28
1101,16852,10    Tau,3.6145555555555555,54.218333333333334,0.40166666666666667,4.28
294,4906,71Eps Psc,1.0490555555555556,15.735833333333334,7.89,4.28
8787,114131,The Gru,23.11466666666667,346.72,-43.52055555555555,4.28
1497,21881,94Tau Tau,4.704083333333333,70.56125,22.956944444444442,4.28
1392,20711,69Ups Tau,4.438472222222223,66.57708333333335,22.81361111111111,4.28
8916,115830,10The Psc,23.46613888888889,351.9920833333333,6.378888888888889,4.28
6147,80894,8Phi Oph,16.51897222222222,247.7845833333333,-16.61277777777778,4.28
4552,57936,Bet Hya,11.881833333333335,178.22750000000002,-33.908055555555556,4.28
4180,52154,,10.655111111111111,159.82666666666665,-55.60333333333333,4.28
2973,37629,75Sig Gem,7.721861111111111,115.82791666666667,28.88361111111111,4.28
6492,85423,45    Oph,17.455916666666667,261.83875,-29.866944444444446,4.29
6546,86170,,17.609111111111112,264.13666666666666,-38.63527777777778,4.29
3751,,,9.618111111111112,144.27166666666668,81.32638888888889,4.29
7343,95294,Bet2Sgr,19.387,290.805,-44.79972222222222,4.29
8965,116631,17Iot And,23.63561111111111,354.53416666666664,43.268055555555556,4.29
8334,107418,10Nu  Cep,21.757472222222223,326.3620833333333,61.12083333333334,4.29
1542,22783,9Alp Cam,4.900833333333334,73.5125,66.34277777777777,4.29
8417,108917,17Xi  Cep,22.063166666666667,330.9475,64.62777777777777,4.29
1389,20648,68Del3Tau,4.424833333333334,66.3725,17.928055555555556,4.29
1261,19167,47Lam Per,4.109722222222222,61.64583333333332,50.35138888888889,4.29
8576,111188,17Bet PsA,22.52508333333333,337.87624999999997,-32.346111111111114,4.29
1320,19860,49Mu  Tau,4.258916666666667,63.883750000000006,8.892222222222221,4.29
8454,109410,29Pi 2Peg,22.166444444444444,332.49666666666667,33.17833333333333,4.29
1756,24845,6Lam Lep,5.32625,79.89375,-13.176666666666666,4.29
7139,92791,12Del2Lyr,18.908388888888886,283.6258333333333,36.89888888888889,4.3
1145,17531,19    Tau,3.7534722222222223,56.302083333333336,24.46722222222222,4.3
7740,99655,33    Cyg,20.223305555555555,303.3495833333333,56.56777777777778,4.3
4471,56647,91Ups Leo,11.615805555555555,174.23708333333332,-0.8238888888888889,4.3
3454,42799,7Eta Hya,8.720416666666667,130.80625,3.3986111111111112,4.3
3773,46750,4Lam Leo,9.528666666666668,142.93,22.968055555555555,4.31
4775,61174,8Eta Crv,12.5345,188.01749999999998,-16.19611111111111,4.31
5733,75411,51Mu 1Boo,15.408166666666666,231.1225,37.37722222222222,4.31
280,4577,Alp Scl,0.9767777777777777,14.651666666666666,-29.3575,4.31
1496,21763,54    Eri,4.674027777777778,70.11041666666667,-19.671666666666667,4.32
2854,36284,4Gam CMi,7.469388888888889,112.04083333333334,8.925555555555555,4.32
4537,57669,,11.828083333333334,177.42125000000001,-63.788333333333334,4.32
5997,78990,10Ome2Sco,16.123416666666667,241.85125000000002,-20.86861111111111,4.32
7884,101847,71    Aql,20.638972222222222,309.58458333333334,-1.1052777777777778,4.32
3484,43067,12    Hya,8.772916666666667,131.59375,-13.547777777777778,4.32
5528,72683,Omi Lup,14.860666666666667,222.91,-43.57555555555556,4.32
5903,77055,16Zet UMi,15.734305555555554,236.01458333333332,77.79444444444444,4.32
5339,70638,Del Oct,14.448583333333334,216.72875,-83.66777777777779,4.32
4599,58758,The1Cru,12.050416666666667,180.75625,-63.312777777777775,4.33
343,5542,33The Cas,1.1850555555555555,17.77583333333333,55.14972222222222,4.33
2387,31125,4Xi 1CMa,6.530916666666666,97.96374999999999,-23.418333333333333,4.33
3457,42568,,8.676944444444445,130.15416666666667,-59.76111111111111,4.33
6446,84880,53Nu  Ser,17.34713888888889,260.20708333333334,-12.846944444444444,4.33
5358,70069,,14.338750000000001,215.08125,-56.38666666666666,4.33
6872,89826,1Kap Lyr,18.331027777777777,274.96541666666667,36.06444444444444,4.33
4888,62867,,12.88525,193.27875,-48.94333333333333,4.33
5797,76552,Ome Lup,15.634222222222222,234.51333333333332,-42.5675,4.33
596,,113Alp Psc,2.034111111111111,30.511666666666667,2.763611111111111,4.33
6498,85355,49Sig Oph,17.441916666666668,261.62875,4.140277777777778,4.34
5260,68523,Ups2Cen,14.028722222222223,210.43083333333334,-45.603611111111114,4.34
5686,74857,2    Lup,15.297194444444445,229.45791666666668,-30.148888888888887,4.34
3696,45496,,9.270055555555556,139.05083333333334,-57.54138888888889,4.34
8313,107348,9    Peg,21.741861111111113,326.1279166666667,17.35,4.34
8305,107380,9Iot PsA,21.749111111111112,326.2366666666667,-33.02583333333333,4.34
3188,39863,29Zet Mon,8.143222222222223,122.14833333333334,-2.983888888888889,4.34
5396,70576,Tau2Lup,14.436333333333334,216.54500000000002,-45.379444444444445,4.35
6745,88866,Pi  Pav,18.143,272.145,-63.66833333333333,4.35
2219,29696,44Kap Aur,6.256305555555556,93.84458333333333,29.498055555555556,4.35
2560,33449,15    Lyn,6.954583333333334,104.31875000000001,58.4225,4.35
2015,27100,Del Dor,5.746222222222222,86.19333333333333,-65.73555555555555,4.35
3836,47175,,9.613777777777777,144.20666666666665,-49.35527777777778,4.35
3340,40888,The Cha,8.344027777777779,125.16041666666668,-77.48444444444445,4.35
3223,39794,Eps Vol,8.132166666666667,121.9825,-68.61722222222221,4.35
951,14838,57Del Ari,3.193833333333333,47.9075,19.726666666666667,4.35
898,,The2Eri,2.9711944444444445,44.56791666666667,-40.30444444444444,4.35
2106,28199,Gam Col,5.958944444444445,89.38416666666667,-35.28333333333333,4.36
1256,19038,37    Tau,4.07825,61.17375,22.081944444444446,4.36
8572,111022,5    Lac,22.492166666666666,337.3825,47.706944444444446,4.36
1705,24327,4Kap Lep,5.220527777777778,78.30791666666667,-12.94138888888889,4.36
1052,16335,35Sig Per,3.5095833333333335,52.643750000000004,47.99527777777778,4.36
1544,22509,2Pi 2Ori,4.843527777777777,72.65291666666666,8.900277777777777,4.36
7314,94713,21The Lyr,19.272805555555554,289.0920833333333,38.13361111111111,4.36
7447,96468,41Iot Aql,19.61202777777778,294.1804166666667,-1.2863888888888888,4.36
6855,90098,Xi  Pav,18.38711111111111,275.8066666666667,-61.49388888888889,4.36
5285,68862,Chi Cen,14.100777777777777,211.51166666666666,-41.17972222222222,4.36
6787,88886,102    Her,18.145972222222223,272.18958333333336,20.814444444444444,4.36
191,3405,Eta Phe,0.7225555555555556,10.838333333333335,-57.463055555555556,4.36
7069,92161,111    Her,18.783694444444446,281.7554166666667,18.18138888888889,4.36
7056,91971,6Zet1Lyr,18.746222222222222,281.1933333333333,37.605000000000004,4.36
154,2912,29Pi  And,0.6146944444444444,9.220416666666667,33.71944444444445,4.36
4737,60742,15Gam Com,12.448972222222222,186.73458333333335,28.26833333333333,4.36
3492,43234,13Rho Hya,8.807222222222222,132.10833333333335,5.837777777777777,4.36
6789,85822,23Del UMi,17.53691666666667,263.05375000000004,86.58638888888889,4.36
3980,49637,31    Leo,10.13175,151.97625,9.997499999999999,4.37
8937,116231,Bet Scl,23.54952777777778,353.2429166666667,-37.818333333333335,4.37
163,3031,30Eps And,0.6425833333333333,9.63875,29.311666666666667,4.37
2596,33347,20Iot CMa,6.935611111111111,104.03416666666666,-17.054166666666667,4.37
2256,29807,Kap Col,6.275861111111111,94.13791666666667,-35.14055555555556,4.37
649,10324,65Xi 1Cet,2.216666666666667,33.25,8.846666666666668,4.37
7623,98412,The1Sgr,19.995611111111113,299.9341666666667,-35.27638888888889,4.37
7479,96757,5Alp Sge,19.668277777777778,295.02416666666664,18.01388888888889,4.37
7488,96837,6Bet Sge,19.68413888888889,295.26208333333335,17.47611111111111,4.37
126,2484,Bet1Tuc,0.52575,7.88625,-62.95805555555556,4.37
6281,82673,25Iot Oph,16.900138888888886,253.5020833333333,10.165277777777778,4.38
4963,64238,51The Vir,13.165833333333333,197.4875,-5.538888888888889,4.38
1845,25945,119    Tau,5.536888888888889,83.05333333333334,18.594444444444445,4.38
8858,115033,93Psi2Aqr,23.29838888888889,349.47583333333336,-9.1825,4.39
3145,39311,,8.037749999999999,120.56624999999998,2.3344444444444448,4.39
4293,53773,,11.002583333333334,165.03875,-42.225833333333334,4.39
6445,84893,40Xi  Oph,17.350055555555556,260.25083333333333,-21.11277777777778,4.39
1560,22701,61Ome Eri,4.881583333333333,73.22375,-5.452777777777778,4.39
7298,94481,20Eta Lyr,19.229305555555555,288.4395833333333,39.14611111111111,4.39
8906,115669,99    Aqr,23.43411111111111,351.51166666666666,-20.641944444444444,4.39
7750,99255,1Kap Cep,20.148138888888887,302.22208333333333,77.71138888888889,4.39
2435,31407,,6.582944444444444,98.74416666666666,-52.97555555555556,4.39
8140,105319,The Ind,21.33111111111111,319.96666666666664,-53.44972222222222,4.39
3192,39906,16    Pup,8.150444444444444,122.25666666666666,-19.245,4.4
5601,73620,110    Vir,15.048333333333334,225.725,2.091388888888889,4.4
8905,115623,68Ups Peg,23.423000000000002,351.345,23.404166666666665,4.4
8368,108431,Del Ind,21.965305555555556,329.4795833333333,-54.9925,4.4
2554,32761,,6.830916666666666,102.46374999999999,-53.62222222222222,4.4
2782,35415,30Tau CMa,7.3117777777777775,109.67666666666666,-24.954166666666666,4.4
555,8837,Psi Phe,1.894111111111111,28.411666666666665,-46.302499999999995,4.41
5526,72571,58    Hya,14.83813888888889,222.57208333333335,-27.960277777777776,4.41
6707,87998,94Nu  Her,17.975055555555553,269.6258333333333,30.189444444444444,4.41
3129,38957,,7.970666666666666,119.56,-49.245,4.41
4375,,53Xi  UMa,11.303055555555556,169.54583333333335,31.529166666666665,4.41
8863,115102,Gam Scl,23.31372222222222,349.7058333333333,-32.53194444444444,4.41
6526,85693,76Lam Her,17.512305555555557,262.68458333333336,26.110555555555557,4.41
2047,27913,54Chi1Ori,5.906361111111112,88.59541666666668,20.27611111111111,4.41
1876,26176,37Phi1Ori,5.580333333333333,83.705,9.489444444444443,4.41
8819,114222,33Pi  Cep,23.13163888888889,346.9745833333333,75.3875,4.41
2697,34693,46Tau Gem,7.185666666666667,107.78500000000001,30.24527777777778,4.41
9089,154,30    Psc,0.03266666666666666,0.48999999999999994,-6.014166666666667,4.41
271,4463,38Eta And,0.9534444444444444,14.301666666666666,23.4175,4.42
2159,29038,67Nu  Ori,6.126194444444444,91.89291666666665,14.768333333333334,4.42
5425,71121,Sig Lup,14.543583333333332,218.15374999999997,-50.456944444444446,4.42
5378,70300,,14.383944444444444,215.75916666666666,-39.51222222222222,4.42
4300,53954,60    Leo,11.038833333333333,165.58249999999998,20.179722222222225,4.42
8559,,55Zet2Aqr,22.480583333333332,337.20874999999995,-0.02,4.42
1162,17593,26Pi  Eri,3.7690277777777776,56.53541666666666,-12.101666666666667,4.42
6118,80569,7Chi Oph,16.450388888888888,246.75583333333333,-18.45638888888889,4.42
7951,102624,3    Aqr,20.795611111111114,311.9341666666667,-5.027777777777778,4.42
7806,100587,39    Cyg,20.397694444444443,305.96541666666667,32.19,4.43
8146,105138,66Ups Cyg,21.298638888888892,319.4795833333334,34.89694444444444,4.43
224,3786,63Del Psc,0.8113888888888889,12.170833333333334,7.585,4.43
1325,19849,40Omi2Eri,4.254527777777778,63.81791666666666,-7.652777777777779,4.43
8538,110538,3Bet Lac,22.392666666666667,335.89,52.22916666666667,4.43
7928,102281,11Del Del,20.724305555555553,310.8645833333333,15.074444444444444,4.43
5478,,30Zet Boo,14.685805555555556,220.28708333333333,13.728333333333333,4.43
5868,77257,27Lam Ser,15.774055555555556,236.61083333333335,7.353055555555555,4.43
2443,31700,8Nu 3CMa,6.631500000000001,99.47250000000001,-18.2375,4.43
7107,93015,Kap Pav,18.949166666666667,284.2375,-67.23361111111112,4.44
3418,42402,5Sig Hya,8.645944444444444,129.68916666666667,3.341388888888889,4.44
3243,40326,,8.234138888888888,123.51208333333331,-40.34805555555556,4.44
7405,95771,6Alp Vul,19.478416666666664,292.17625,24.665,4.44
2298,30419,8Eps Mon,6.396138888888889,95.94208333333334,4.592777777777777,4.44
48,1170,7    Cet,0.244,3.66,-18.93277777777778,4.44
489,7884,106Nu  Psc,1.6905277777777779,25.357916666666668,5.4875,4.44
1355,19921,Eps Ret,4.274694444444444,64.12041666666666,-59.301944444444445,4.44
1696,24244,3Iot Lep,5.2049722222222226,78.07458333333334,-11.869166666666667,4.45
2906,,,7.567555555555555,113.51333333333332,-22.296111111111113,4.45
1502,21770,Alp Cae,4.676027777777778,70.14041666666667,-41.86388888888889,4.45
7352,94648,60Tau Dra,19.259166666666665,288.8875,73.35555555555555,4.45
3225,40091,,8.189305555555556,122.83958333333334,-39.618611111111115,4.45
4234,52633,Del2Cha,10.763,161.445,-80.54027777777777,4.45
4159,51849,,10.59313888888889,158.89708333333334,-57.55777777777777,4.45
3270,40706,,8.30925,124.63875,-36.659444444444446,4.45
7429,96229,38Mu  Aql,19.568166666666666,293.5225,7.378888888888889,4.45
6723,88290,68    Oph,18.02922222222222,270.4383333333333,1.3052777777777778,4.45
3591,44191,,9.0015,135.0225,-41.25388888888889,4.45
6153,80975,9Ome Oph,16.535611111111113,248.0341666666667,-21.46638888888889,4.45
841,13147,Bet For,2.8181666666666665,42.272499999999994,-32.405833333333334,4.46
3731,46146,1Kap Leo,9.410916666666667,141.16375,26.182222222222222,4.46
5447,71284,28Sig Boo,14.578,218.67,29.745,4.46
4546,57803,,11.852416666666667,177.78625,-45.17361111111111,4.46
8695,112948,22Gam PsA,22.875444444444444,343.13166666666666,-32.87555555555556,4.46
8411,109111,Lam Gru,22.101916666666668,331.52875,-39.54333333333333,4.46
1698,24331,17Rho Ori,5.221527777777778,78.32291666666667,2.861111111111111,4.46
8632,111944,11    Lac,22.675250000000002,340.12875,44.27638888888889,4.46
4368,55084,74Phi Leo,11.277694444444446,169.1654166666667,-3.6516666666666664,4.47
2506,32578,18    Mon,6.797666666666666,101.96499999999999,2.4122222222222223,4.47
4618,,,12.134777777777778,182.02166666666668,-50.66138888888889,4.47
6115,80582,Eps Nor,16.453083333333332,246.79625,-47.555,4.47
1155,,,3.825333333333333,57.379999999999995,65.5261111111111,4.47
8789,114119,86    Aqr,23.111361111111112,346.67041666666665,-23.743055555555557,4.47
999,,,3.339,50.085,29.048333333333336,4.47
1601,23123,10Pi 6Ori,4.975805555555556,74.63708333333334,1.7141666666666666,4.47
1568,23040,7    Cam,4.954777777777778,74.32166666666667,53.75222222222222,4.47
818,12843,1Tau1Eri,2.7517222222222224,41.27583333333334,-18.572499999999998,4.47
8540,110838,Del Tuc,22.455555555555556,336.8333333333333,-64.96638888888889,4.48
4343,54682,11Bet Crt,11.194305555555555,167.91458333333333,-22.825833333333332,4.48
3619,44901,15    UMa,9.14786111111111,137.21791666666667,51.60472222222222,4.48
3974,49593,21    LMi,10.123833333333334,151.85750000000002,35.24472222222222,4.48
2361,30788,Lam CMa,6.4694722222222225,97.04208333333334,-32.580000000000005,4.48
2199,29426,70Xi  Ori,6.199,92.985,14.208888888888888,4.48
2238,30060,2    Lyn,6.327055555555555,94.90583333333332,59.01083333333333,4.48
7469,96441,13The Cyg,19.607361111111114,294.1104166666667,50.221111111111114,4.48
3643,44599,,9.085777777777778,136.2866666666667,-72.60277777777777,4.48
2740,34834,,7.209333333333333,108.14,-46.75944444444445,4.49
8485,,,22.231305555555554,333.46958333333333,39.715,4.49
5570,73165,16    Lib,14.953055555555554,224.29583333333332,-4.346388888888889,4.49
3084,38455,,7.877416666666667,118.16125000000001,-38.863055555555555,4.49
3498,43105,,8.778472222222224,131.67708333333334,-56.76972222222222,4.49
8988,116971,105Ome2Aqr,23.712027777777777,355.68041666666664,-14.545,4.49
2478,32249,30    Gem,6.733138888888889,100.99708333333334,13.227777777777778,4.49
8123,104858,7Del Equ,21.24136111111111,318.62041666666664,10.006944444444445,4.49
1394,20713,71    Tau,4.439111111111111,66.58666666666666,15.618333333333334,4.49
3981,49641,15Alp Sex,10.132305555555556,151.98458333333335,-0.37166666666666665,4.49
3034,38070,Omi Pup,7.801444444444444,117.02166666666666,-25.93722222222222,4.5
4259,53417,54    Leo,10.926888888888888,163.9033333333333,24.749722222222225,4.5
4074,50676,,10.348555555555556,155.22833333333335,-56.043055555555554,4.5
3799,47006,26    UMa,9.580416666666666,143.70624999999998,52.05138888888889,4.5
6104,80343,4Psi Oph,16.401722222222222,246.02583333333334,-20.0375,4.5
8984,116928,18Lam Psc,23.700777777777777,355.51166666666666,1.78,4.5
5185,67275,4Tau Boo,13.787694444444444,206.81541666666666,17.456666666666667,4.5
8080,104234,24    Cap,21.118805555555557,316.78208333333333,-25.00583333333333,4.5
2385,31216,13    Mon,6.548388888888889,98.22583333333333,7.333055555555555,4.5
2948,37229,,7.647027777777777,114.70541666666665,-26.801666666666666,4.5
8431,109285,14Mu  PsA,22.139722222222222,332.0958333333333,-32.98861111111111,4.5
9076,118322,Eps Tuc,23.998611111111114,359.9791666666667,-65.57722222222222,4.5
